i	13
have	5
a	5
few	2
things	1
besides	1
that	5
amp	1
above	1
may	1
be	4
willing	1
to	4
part	1
with	3
te	1
right	1
folks	1
boss	2
pedals	1
namely	1
an	3
sd1	1
japanese	1
and	5
mt2	1
dunlop	1
wah	1
the	2
camouflage	1
one	1
calling	1
it	5
by	1
proper	1
name	1
sounds	1
stupid	1
also	3
m	2
audio	1
firewire	2
solo	1
will	4
everything	1
except	1
box	1
cable	1
as	6
using	1
its	1
replacement	1
works	2
perfect	1
stereo	1
rack	1
compressor	1
s	2
up	2
for	4
grabs	1
if	3
anyone	1
interested	2
am	3
looking	2
decently	1
working	1
mono	1
flanger	1
don	1
t	1
care	1
beat	1
ugly	1
long	1
like	1
should	1
is	1
of	3
at	2
least	1
quality	1
meaning	1
no	2
plastic	2
build	1
knobs	1
ok	1
floyd	1
rose	1
tremolo	1
parts	1
real	1
deal	1
or	1
schaller	1
brand	1
only	2
must	1
servicable	1
open	1
swapping	1
gear	2
well	2
personally	1
de	1
rather	1
do	2
in	1
trades	1
trackable	1
method	1
shipping	3
needing	1
providing	1
proof	1
via	1
picture	1
receipt	1
taken	1
center	1
sure	1
each	1
other	1
privately	1
problem	1
