just	1
about	2
every	1
novel	1
of	1
his	1
that	2
was	1
transformed	1
to	1
film	1
hasn	1
t	1
really	1
worked	1
salems	1
lot	1
and	1
carrie	1
are	1
the	1
only	1
2	1
did	1
it	1
for	1
me	1
what	1
do	1
you	1
people	1
reckon	1
