it	1
s	1
a	1
bad	1
time	1
for	1
me	1
to	1
donate	1
ive	1
been	1
laid	1
off	1
from	1
job	1
if	1
i	2
had	1
500	1
dollars	1
would	1
instantly	1
help	1
support	1
sf	1
and	2
my	1
new	1
white	1
brothers	1
sisters	1
