quote	1
originally	1
posted	1
by	3
kluxer73	1
what	1
a	7
trade	1
it	3
was	4
i	5
at	2
gas	1
station	2
the	7
other	2
day	1
and	2
pair	1
of	3
blacks	1
from	1
out	3
state	1
construction	1
company	1
were	1
walking	1
around	1
front	1
store	1
acting	1
like	2
chimps	1
local	1
anti	1
human	1
rights	1
dodge	1
4x4	1
drove	1
screaming	1
get	1
f	1
n	2
well	1
two	1
than	1
white	1
pukes	1
made	1
seen	1
have	2
never	2
been	1
called	2
my	1
name	1
they	1
said	1
l	2
o	1
just	2
played	1
cool	1
told	1
them	2
not	1
to	1
go	1
after	1
dark	1
because	1
boy	1
s	1
might	1
come	1
back	1
last	1
year	1
saw	2
this	2
one	1
standing	1
in	1
snow	1
while	1
snowing	1
with	1
confused	1
look	1
on	1
his	1
face	1
wat	1
du	1
heck	1
is	1
dis	1
shet	1
him	1
again	1
he	1
must	1
flown	1
south	1
