is	6
this	3
even	1
a	4
surprise	1
anymore	1
almost	1
every	1
main	1
character	1
minority	1
peter	1
s	3
love	1
interest	1
black	1
there	2
an	1
interracial	1
couple	1
and	2
the	6
villain	1
of	1
course	1
made	1
out	1
to	5
be	1
racist	1
right	1
in	3
first	1
scene	2
also	1
where	1
girl	1
zendaya	1
plays	1
refuses	1
go	1
on	1
washington	1
monument	1
because	1
it	3
was	1
built	1
by	1
slaves	1
film	1
simply	1
another	1
propaganda	1
piece	1
make	1
whites	1
feel	1
guilty	1
promote	1
our	1
genocide	1
don	1
t	1
bother	1
with	1
p	1
already	1
tried	1
post	1
but	1
i	2
think	1
put	1
wrong	1
forum	1
or	1
something	1
so	1
hopefully	1
will	1
work	1
