does	1
anyone	1
here	2
like	3
progressive	1
rock	1
i	4
a	2
lot	1
of	5
music	2
but	2
prog	1
is	3
definitely	1
my	2
number	1
one	1
genre	1
most	1
the	2
stuff	1
from	2
1970s	1
there	1
s	1
newer	1
bands	1
that	1
are	1
great	2
too	1
all	2
time	1
favorite	1
band	1
emerson	1
lake	1
palmer	1
m	1
also	1
big	1
fan	1
king	1
crimson	1
gentle	1
giant	1
yes	1
queen	1
and	3
muse	1
musicianship	1
complex	1
compositions	1
thoughtful	1
lyrics	1
them	1
who	1
else	1
likes	1
this	1
kind	1
feel	1
free	1
to	2
talk	1
about	1
it	1
post	1
videos	1
enjoy	1
being	1
turned	1
on	1
new	1
tunes	1
