quote	1
originally	1
posted	1
by	4
maxarmenius	1
hello	1
brothers	1
i	5
saw	1
there	1
are	2
uploaded	1
tabs	3
before	1
but	1
the	2
links	1
not	1
available	1
anymore	1
has	1
anyone	1
still	1
have	2
these	1
way	1
am	1
learning	2
acoustic	1
guitar	1
now	1
and	2
don	1
t	2
a	1
music	2
education	1
recognize	1
only	1
cords	1
no	1
notes	1
thank	1
you	3
in	1
advance	1
forgot	1
about	1
this	1
thread	1
definitely	1
needs	1
to	4
be	2
more	1
active	1
can	1
find	1
skrewdriver	1
pretty	1
easy	1
online	1
honest	1
lots	1
of	1
rac	1
isn	1
hard	1
figure	1
out	1
ear	2
once	1
start	1
