quote	1
originally	1
posted	1
by	1
noble	1
son	1
well	1
i	4
m	1
finally	1
here	2
folk	1
the	6
ride	1
from	1
missoula	1
took	1
longer	1
than	1
expected	1
due	2
to	6
passing	1
through	1
so	1
many	1
smaller	1
towns	1
lower	1
speed	1
limits	1
on	1
way	1
but	2
scenery	1
is	1
definitely	1
awesome	1
have	1
some	2
job	2
interviews	1
in	2
several	1
days	1
thanks	1
april	1
s	2
tips	1
and	1
although	1
it	1
kind	1
of	2
difficult	1
find	1
a	1
decent	1
paying	1
probably	2
current	1
economic	1
situation	1
there	1
are	2
plenty	1
affordable	1
places	1
live	1
if	2
you	3
love	1
with	1
money	1
then	1
shouldn	1
t	1
come	1
re	1
wanting	1
be	1
around	1
damn	1
good	1
kindred	1
for	1
when	1
poop	1
hits	1
fan	1
recommend	1
getting	1
asap	1
congratulations	1
