the	6
uno	1
rules	1
in	1
our	1
house	1
is	2
whoever	1
cheats	1
best	1
wins	1
and	3
denying	1
you	2
cheated	1
acting	1
insulted	1
that	1
anyone	1
would	1
accuse	1
of	2
cheating	1
normal	1
game	1
often	1
ends	1
up	1
with	2
me	1
granddaughter	2
gramma	1
wrestling	1
around	1
on	1
living	1
room	1
floor	1
course	1
we	1
only	1
play	2
this	1
was	1
grandkids	1
i	1
taught	1
my	1
youngest	1
how	1
to	1
poker	1
last	1
year	1
she	1
s	1
pretty	1
good	1
