multiculturalists	1
liberals	1
and	1
social	1
justice	1
warriors	1
are	2
wetting	1
themselves	1
with	1
excitement	1
over	1
the	4
idea	1
of	2
a	2
black	1
james	1
bond	1
but	1
same	1
people	1
go	1
into	1
total	1
frenzy	1
when	1
white	2
actors	1
actresses	1
cast	1
to	1
play	1
non	1
characters	1
discover	1
depth	1
this	1
double	1
standard	1
insidious	1
agenda	1
behind	1
it	1
youtube	1
