i	3
play	1
guitar	1
and	2
bass	1
write	1
songs	1
too	1
like	1
playing	1
rock	1
n	1
roll	1
punk	1
oi	1
rockabilly	1
the	2
good	1
stuff	1
out	1
of	1
80	1
s	1
that	1
was	1
my	1
era	1
