quote	1
originally	1
posted	1
by	1
7th	1
panzer	1
lost	1
his	1
left	1
arm	1
in	3
a	1
grenade	1
attack	1
wwi	1
hunting	1
accident	1
1931	1
according	1
to	1
your	1
source	1
